胶原蛋白软胶囊(奈世康)买二赠一	￥0.01
罗红霉素胶囊(力弗)	￥3.00
双灯高级平版卫生纸	￥3.00
绞股蓝	￥3.00
测量排卵 避孕试纸(排卵试纸)(淑女）	￥3.00
测量体温 玻璃体温计(青蓝紫)	￥3.00
医用脱脂棉(正林)	￥3.00
海诺创可贴(卡通型)	￥3.00
罗红霉素胶囊	￥3.00
吲哚美辛栓(消炎痛栓)	￥3.00
硝酸异山梨酯片(消心痛片)	￥3.00
复方氨酚烷胺胶囊	￥3.00
蛇胆川贝胶囊	￥3.00
西咪替丁片	￥3.00
对乙酰氨基酚片(扑热息痛)	￥3.00
大山楂丸	￥3.00
法莫替丁片(谓舒宝)	￥3.00
盐酸雷尼替丁胶囊	￥3.00
复方愈创木酚磺酸钾口服溶液(新海店)	￥3.00
通便灵胶囊(玉川)	￥3.00
正骨水	￥3.00
小儿氨酚黄那敏颗粒(笴力克)	￥3.00
婴儿健脾散	￥3.00
愈裂贴膏	￥3.00
黄连上清片	￥3.00
维生素E胶丸	￥3.00
鹿角霜	￥3.00
玛咖(黑)	￥3.00
玫瑰花	￥3.02
蛇蜕	￥3.07
调节植物神经功能失调 山西云鹏制药 谷维素片	￥3.10
氧氟沙星滴眼液(新海店)	￥3.20
黑枸杞	￥3.20
小儿化痰止咳颗粒	￥3.20
输血胶管	￥3.20
海诺创可贴(轻巧便利型)	￥3.20
玻璃火罐	￥3.20
复方炉甘石眼膏(白敬宇眼膏)	￥3.20
托吡卡胺滴眼液(双星明)	￥3.20
足光散	￥3.20
金银花露(塑料瓶)	￥3.20
消毒液(84)	￥3.20
康顾多多功能挖耳勺	￥3.20
口腔溃疡 江苏七0七 锡类散	￥3.30
盐酸氯丙嗪片	￥3.30
李字牌蚊香(檀香型特大圆)	￥3.30
盐酸左氧氟沙星胶囊(奥洛依)	￥3.30
麻仁丸	￥3.30
手术刀片	￥3.30
复方酮康唑软膏(皮康王)	￥3.30
肉苁蓉	￥3.30
法半夏	￥3.31
白残花	￥3.32
浙贝母	￥3.33
姜半夏	￥3.33
覆盆子	￥3.33
胡黄连	￥3.36
鱼石脂软膏	￥3.40
天麻	￥3.40
皂角刺	￥3.41
皂角刺	￥3.41
补钙 上海 丽鑫源牌钙软胶囊（奈世康）(赠品）	￥3.50
利尿 江苏亚邦 呋塞米片	￥3.50
欧洁酒精棉球	￥3.50
金银花露	￥3.50
佳洁士盐白牙膏	￥3.50
复方胆通片(糖衣)	￥3.50
天麻素片	￥3.50
脑立清丸(葵花)	￥3.50
佳洁士茶洁防驻牙膏	￥3.50
清热解毒 金银花露	￥3.50
小儿奇应丸	￥3.50
玻璃火罐	￥3.50
抗骨增生片(立效)	￥3.50
叶酸片 江苏亚邦爱普森药业有限公司	￥3.50
郁美净儿童霜(硬盒)	￥3.50
罗红霉素片(浦虹)	￥3.50
盐酸地芬尼多片(眩晕停片)	￥3.50
解痉镇痛酊	￥3.50
人丹(王老吉)	￥3.50
李字牌无烟檀香型蚊香	￥3.50
复方陈香胃片	￥3.50
早期和中期高血压 常州制药 复方利血平片	￥3.50
量体温 宁波 玻璃体温计	￥3.50
皮肤疾病 广东顺峰药业 曲咪新乳膏（华润三九）	￥3.50
消炎-土霉素片	￥3.50
心肌梗塞-阿司匹林肠溶片	￥3.50
醋酸泼尼松片	￥3.50
消炎止泻 太康海恩药业 诺氟沙星胶囊 五折	￥3.50
玻璃体温计(肛用)	￥3.50
蚊不叮香露(显宝)	￥3.50
乙酰螺旋霉素胶囊	￥3.50
桂利嗪片	￥3.50
呋喃唑酮片(痢特灵)	￥3.50
盐酸二甲双胍片	￥3.50
阿昔洛韦滴眼液	￥3.50
牛黄解毒片	￥3.50
骨刺平片	￥3.50
牛黄上清片	￥3.50
柏子养心丸	￥3.50
天麻胶囊	￥3.50
赛庚啶乳膏(金属管)	￥3.50
樟脑薄荷柳酯乳膏(必舒膏)	￥3.50
维生素C片	￥3.50
维生素C片	￥3.50
炉甘石洗剂	￥3.50
风油精	￥3.50
壮腰健肾丸	￥3.50
呋喃硫胺片	￥3.50
紫草	￥3.50
灯心草	￥3.54
欧洁医用棉签	￥3.60
石斛	￥3.60
代代花	￥3.60
医用胶带(好易)	￥3.60
纱布片5片装(稳健)	￥3.60
地塞米松磷酸钠滴眼液	￥3.60
倍他米松片	￥3.60
制地龙	￥3.73
制地龙	￥3.73
小通草	￥3.77
龙齿	￥3.77
甘油(新海店)	￥3.80
大山楂丸	￥3.80
利巴韦林片(病毒唑片)	￥3.80
木瓜丸(浓缩丸)	￥3.80
手术刀片	￥3.80
酒精棉球(擦擦净)	￥3.80
接触性创面敷贴(稳健)	￥3.80
酒精消毒棉球(艾邦)	￥3.80
甲硝唑芬布芬胶囊(牙周康胶囊)	￥3.80
克拉霉素胶囊(桑美)	￥3.80
消咳喘糖浆(长红)	￥3.80
胱氨酸片(甘平)	￥3.80
盐酸洛美沙星滴眼液	￥3.80
芒果止咳片	￥3.80
冬凌草片	￥3.80
西瓜霜润喉片	￥3.80
华佗膏	￥3.80
藿香正气水	￥3.80
康顾多纸棒棉签	￥3.80
75%消毒酒精(擦擦净)	￥3.80
六神清凉香皂(绿茶+甘草)	￥3.90
高锰酸钾消毒片(新海店)	￥3.90
2815佳洁士草本水晶牙膏	￥3.90
葡萄糖酸钙片	￥3.90
罗红霉素干混悬剂(太儿欣)	￥3.90
盐酸维拉帕米片(异博定)	￥3.90
枫蓼肠胃康片	￥3.90
足光散	￥3.90
食母生片	￥3.90
风油精(龙虎)	￥3.90
风油精(水仙)	￥3.90
猫爪草	￥3.95
盐酸吗啉胍片	￥4.00
吡诺克辛钠滴眼液(白内停)	￥4.00
欧洁医用胶带	￥4.00
复合维生素B片	￥4.00
欧洁75%消毒酒精	￥4.00
高露洁净齿白牙刷	￥4.00
尼群地平片(新海店)	￥4.00
利巴韦林颗粒(新博林)	￥4.00
脑络通胶囊(奕凯)	￥4.00
珠黄散	￥4.00
洗洁精(白猫)	￥4.00
雕牌洗衣皂	￥4.00
口服葡萄糖	￥4.00
9002雅霜(大)	￥4.00
填充药粉 浙江天龙 明胶空心胶囊	￥4.00
高血压 常州四药 酒石酸美托洛尔片 四药）	￥4.00
尿素霜(显美)	￥4.00
无菌创口敷贴(好易)(大)	￥4.00
创伤救护包(酒精面片+创口贴)	￥4.00
土霉素片	￥4.00
阿奇霉素片(浦乐齐)	￥4.00
盐酸苯海索片(安坦片)	￥4.00
庆大霉素普鲁卡因维B12颗粒	￥4.00
食母生片	￥4.00
特非那丁片(敏迪)	￥4.00
痰咳净散	￥4.00
麝香追风膏	￥4.00
解痉镇痛酊	￥4.00
防风通圣丸	￥4.00
奥美拉唑肠溶胶囊(立卫克)  4.1元换购	￥4.10
Y阿司匹林肠溶片  4.1元换购	￥4.10
尿素软膏 防止手足皲裂 马应龙 4.1元换购	￥4.10
清火片  4.1元换购	￥4.10
结膜炎-氧氟沙星滴眼液  4.1元换购	￥4.10
压敏胶带（海氏海诺）  4.1元换购	￥4.10
咽炎片 4.1元换购	￥4.10
降血糖 苦瓜(沪春堂)花茶  4.1元换购	￥4.10
碘伏（蓝宝）  4.1元换购	￥4.10
速冷冰袋	￥4.20
苯扎氯铵贴(邦廸)	￥4.20
黑枸杞	￥4.20
罗红霉素分散片	￥4.20
藻酸双脂钠片	￥4.20
玻璃注射器	￥4.20
6076高洁丝小Q包丝薄棉柔护垫	￥4.20
活血通络、预防脑梗、冠心病 江苏晨牌药业 银杏叶片	￥4.20
罗红霉素胶囊(三精)	￥4.20
宁心宝胶囊	￥4.20
辛伐他汀胶囊	￥4.20
野木瓜片	￥4.20
复方氨酚烷胺胶囊(永龙)	￥4.20
小儿咳喘灵颗粒(备克)	￥4.20
大补元气 复脉固脱 益气摄血 用于体虚欲脱 肢冷脉微红参	￥4.30
欧洁医用碘伏棉球	￥4.30
三蛇胆川贝糖浆	￥4.30
手术刀片	￥4.30
阿莫西林分散片(阿林新)	￥4.30
溶菌酶肠溶片	￥4.30
清热解毒 片仔癀药业 牛黄解毒片	￥4.30
防风	￥4.30
炒僵蚕	￥4.30
炒刺猬皮	￥4.35
羌活	￥4.37
蝉蜕	￥4.39
汰渍净白去渍无磷洗衣粉	￥4.40
汰渍净白洗衣去渍洗衣粉	￥4.40
龙虎人丹	￥4.40
F002宏源樟脑	￥4.50
感特灵胶囊	￥4.50
维C银翘片	￥4.50
谷维素片	￥4.50
葡醛内酯片	￥4.50
欧洁酒精棉球	￥4.50
六味地黄丸	￥4.50
舒肤佳金银花/菊花爽洁型香皂	￥4.50
曲匹布通片	￥4.50
玻璃火罐	￥4.50
氯雷他定片(百为乐)	￥4.50
门冬酰胺片 乳腺增生 天冬素片	￥4.50
白带丸 河北万岁 阴道炎	￥4.50
开胸顺气丸	￥4.50
三七花(彭祖)	￥4.50
舒肤佳柠檬清香型香皂	￥4.50
3414佳洁士盐白牙膏	￥4.50
溶菌酶肠溶片	￥4.50
川贝清肺糖浆	￥4.50
发热、疼痛及类风湿性关节炎阿斯利康制药  阿司匹林泡腾片	￥4.50
糖尿病 盐酸二甲双胍片  五折	￥4.50
脑血栓 脑栓塞  上海信谊药厂 盐酸倍他司汀片	￥4.50
腹泻-盐酸洛哌丁胺胶囊	￥4.50
妇炎康片 湘泉	￥4.50
创伤救护包(碘伏棉棒+创口贴)	￥4.50
头孢拉定胶囊(京新)	￥4.50
玻璃注射器	￥4.50
舒肤佳纯白清香型香皂	￥4.50
硝酸甘油片	￥4.50
复方罗布麻片	￥4.50
呋喃妥因肠溶片	￥4.50
空心胶囊	￥4.50
复方氨酚烷胺片	￥4.50
盐酸左氧氟沙星滴眼液(视邦)	￥4.50
蛇胆川贝液	￥4.50
藿香正气水(东信)(湖北东信)	￥4.50
清咽片	￥4.50
小儿咳喘灵颗粒	￥4.50
小儿氨咖黄敏颗粒(小儿速效伤风感冒颗粒)	￥4.50
煅龙齿	￥4.57
碳酸锂片	￥4.60
4003佳洁士草本脱敏牙膏	￥4.60
佳洁士茶洁牙膏	￥4.60
消炎 上海衡山药业 头孢氨苄胶囊	￥4.60
头孢氨苄胶囊	￥4.60
雪梨膏	￥4.60
心血管疾病  云南白药 阿司匹林肠溶片	￥4.70
高锰酸钾消毒片(蓝清)	￥4.70
脐带	￥4.71
降香	￥4.71
透明敷料（灭菌型）（振德）	￥4.80
脑心舒口服液	￥4.80
保泰松片	￥4.80
氢溴酸右美沙芬胶囊(正可)	￥4.80
甲氧氯普胺片(胃复安)	￥4.80
痛风性关节炎-秋水仙碱片	￥4.80
双唑泰栓 天洋	￥4.80
双唑泰栓 宫颈炎 国缔得立安	￥4.80
阿莫西林颗粒(强必林)	￥4.80
吡拉西坦片(脑复康)	￥4.80
复方氨酚烷胺片(感叹号)	￥4.80
复方曲安奈德乳膏(复方康纳乐霜)	￥4.80
硫糖铝咀嚼片	￥4.80
阿咖酚散(解热止痛散)	￥4.80
健胃消食片	￥4.80
北豆根胶囊	￥4.80
麻仁丸	￥4.80
复方倍氯米松樟脑乳膏无极膏	￥4.80
风油精(龙虎)	￥4.80
风油精(水仙)	￥4.80
炒酸枣仁	￥4.89
盐酸洛美沙星胶囊(诺灵盾)	￥4.90
银翘解毒片	￥4.90
盐酸左氧氟沙星胶囊(左克)	￥4.90
伸筋丹胶囊	￥4.90
虎标万金油	￥4.90
创可贴起到止血 护创 促进愈合的作用 石家庄市宏泽卫生用品厂 弹力创可贴（若舒）	￥5.00
止血 阻菌 护创 石家庄市宏泽卫生用品厂 弹力防水创可贴（若舒）	￥5.00
消炎 星斗药业 头孢拉定胶囊	￥5.00
卡通防水创可贴(若舒)	￥5.00
即饮普洱纯茶饮料(调味)	￥5.00
即饮普洱纯茶饮料(原味)	￥5.00
吲达帕胺片	￥5.00
壮骨麝香止痛膏(九寨神贴)	￥5.00
耳夹小贴片(好一生)	￥5.00
氯雷他定胶囊	￥5.00
麝香壮骨膏(九寨沟)	￥5.00
番泻叶(沪春堂)	￥5.00
妇乐颗粒 苗泰 附件炎	￥5.00
水杨酸苯酚贴膏(爬山虎)	￥5.00
盐酸美西律片(慢心律)	￥5.00
不锈钢敷料镊	￥5.00
酚酞片	￥5.00
布洛芬缓释胶囊	￥5.00
 消炎 云南白药 诺氟沙星胶囊	￥5.00
早早孕检测试纸 伊健仕	￥5.00
碘伏棉棒(好易)	￥5.00
透明防水创可贴(若舒)	￥5.00
阿奇霉素胶囊	￥5.00
阿奇霉素分散片(欣匹特)	￥5.00
美洛昔康片(莫乐新)	￥5.00
盐酸左氧氟沙星胶囊(恒奥)	￥5.00
阿莫西林胶囊	￥5.00
复方罗布麻片I	￥5.00
苯妥英钠片	￥5.00
腰痛片	￥5.00
舒筋活血片	￥5.00
复方醋酸氟轻松酊(皮炎宁酊)	￥5.00
氧氟沙星滴耳液(新海店)	￥5.00
马来酸噻吗洛尔滴眼液	￥5.00
利凡诺创伤膏	￥5.00
西咪替丁片	￥5.00
酚酞片(果导)	￥5.00
罗汉果止咳片	￥5.00
脑乐静	￥5.00
多酶片	￥5.00
壮骨麝香止痛膏(羚锐)	￥5.00
活血止痛胶囊	￥5.00
复合维生素B溶液(五维他口服液)	￥5.00
复合维生素B溶液(五维他口服液)	￥5.00
卫生棉签(稳健)	￥5.00
跌打万花油	￥5.10
急性咽炎、扁桃体炎 头孢拉定胶囊	￥5.10
蜈蚣	￥5.13
玻璃体温计(鱼跃)	￥5.20
奥硝唑片(衡博来)	￥5.20
精片天麻	￥5.20
玻璃火罐	￥5.20
玻璃火罐	￥5.20
高血压-氯化钾缓释片	￥5.20
咽炎 上海美优制药制药 头孢拉定胶囊	￥5.20
痰热咳嗽 杭州华东医药 鲜竹沥	￥5.20
脱脂纱布	￥5.20
医用脱脂棉棉球(稳健)	￥5.20
盐酸普萘洛尔片	￥5.30
金银花花露水	￥5.30
风湿关节炎片	￥5.30
养血安神片	￥5.30
橘络	￥5.30
阿胶枣	￥5.40
接触性创面敷贴(稳健)	￥5.40
口苦胁痛急性胆囊炎胆管炎  广东罗浮山国药 消炎利胆片	￥5.50
欧洁医用碘伏棉棒	￥5.50
咳特灵胶囊(促)	￥5.50
超威贝贝健蚊香(无烟无香)	￥5.50
浙贝母(彭祖)	￥5.50
法莫替丁片	￥5.50
9110护舒宝超值如意棉柔卫生巾	￥5.50
香砂养胃丸	￥5.50
复方甘草口服溶液	￥5.50
甲苯磺丁脲片(D860)	￥5.50
治疗代谢性或呼吸性碱中毒 碳酸氢钠粉(口服)(国药)	￥5.50
甲硝唑栓  功能主治： 	治疗滴虫性阴道炎	￥5.50
复方氨酚葡锌片(康必得)	￥5.50
明目地黄丸	￥5.50
盐酸酚苄明片	￥5.50
抗菌消炎-头孢氨苄甲氧苄啶胶囊	￥5.50
消炎类 中化药品工业 头孢克洛颗粒(克弗)	￥5.50
心宝丸	￥5.50
阿莫西林胶囊	￥5.50
庆大霉素普鲁卡因胶囊(胃炎胶囊)	￥5.50
消咳喘糖浆	￥5.50
茶碱缓释片(舒弗美)	￥5.50
复方氯化钠滴眼液	￥5.50
百咳静糖浆(儿童)	￥5.50
曲克芦丁片(维脑路通片)	￥5.50
复方鲜竹沥液(天施康)	￥5.50
麝香追风膏	￥5.50
冬凌草片	￥5.50
银黄含片	￥5.50
盐酸西替利嗪片(比特力)	￥5.50
云南白药创口贴(轻巧护翼型)	￥5.50
清凉油(龙虎)	￥5.50
弹盖塑棒棉签(棒棒棉)	￥5.50
75%乙醇(医用酒精)	￥5.50
力康霜	￥5.50
月见草油胶丸	￥5.60
高血压-硝苯地平缓释片	￥5.60
PE胶带(稳健)	￥5.60
熊去氧胆酸片	￥5.60
浓维磷糖浆	￥5.60
金锁固精丸	￥5.70
透明敷料（灭菌型）（振德）	￥5.80
盐酸特拉唑嗪胶囊	￥5.80
三民毛巾	￥5.80
利巴韦林颗粒(新博林)	￥5.80
针灸针(0.4*50mm)	￥5.80
针灸针(0.35*60mm)	￥5.80
头孢氨苄胶囊	￥5.80
针灸针(0.4*25mm)	￥5.80
头孢拉定胶囊(克必力)	￥5.80
阿司匹林泡腾片(巴米尔)	￥5.80
胶体果胶铋胶囊(比乐)	￥5.80
五味子糖浆	￥5.80
牛黄蛇胆川贝液	￥5.80
藿胆丸	￥5.80
方盒花色纸棒棉签(棒棒棉)	￥5.80
氟轻松维B6乳膏	￥5.90
伤湿止痛膏(康恩贝)	￥5.90
胃痛反酸 福州海王福药制药 盐酸雷尼替丁胶囊	￥5.90
脾胃虚弱，食少倦怠 江中药业 健胃消食片	￥5.90
复方氨酚烷胺胶囊(可立克)	￥5.90
复方氢氧化铝片(胃舒平片)	￥5.90
木香顺气丸	￥5.90
伤湿止痛膏(奇正)	￥5.90
梅花	￥5.97
双嘧达莫片	￥6.00
开胸顺气丸	￥6.00
木香顺气丸	￥6.00
欧洁医用绷带	￥6.00
欧洁医用棉球	￥6.00
黄连上清丸	￥6.00
大麦茶(沪春堂)	￥6.00
龙胆泻肝丸	￥6.00
小儿咳喘灵颗粒 五折	￥6.00
咳特灵胶囊	￥6.00
甲硝唑芬布芬胶囊(牙周康胶囊)	￥6.00
8233美加净护手霜	￥6.00
复方桔梗止咳片	￥6.00
妇炎康复片 东田	￥6.00
消毒 HB青岛海诺生物工程有限公司 碘伏消毒棉球(海诺)	￥6.00
过敏性与自身免疫性炎症-醋酸地塞米松片	￥6.00
炔诺酮片 上海信谊康捷药业有限公司	￥6.00
尿素霜(药师堂)	￥6.00
一次性使用口罩(活性炭)	￥6.00
消毒创可贴(妙手)	￥6.00
消旋山莨菪碱片(6542)	￥6.00
北豆根片(新海店)	￥6.00
西瓜霜清咽含片	￥6.00
复方草珊瑚含片	￥6.00
复方苦参水杨酸散(足光粉)	￥6.00
复方酮康唑软膏(康王)	￥6.00
葡萄糖酸钙片	￥6.00
壁虎	￥6.00
氟康唑片(依利康)	￥6.20
1522苏菲动感丝薄日用卫生巾(干爽网面)	￥6.20
龙虎人丹	￥6.20
牙龈炎牙周炎-甲硝唑芬布芬胶囊	￥6.20
健脾消食，除湿祛痰 成都 脂必妥片 	￥6.20
肾上腺色腙片(安络血片)	￥6.20
珍珠明目滴眼液	￥6.20
活血止痛胶囊	￥6.20
养血生发胶囊	￥6.20
圆桶装木棒棉签(棒棒棉)	￥6.20
盐酸美他环素片	￥6.30
非诺贝特片(乐宁)	￥6.30
复方醋酸地塞米松乳膏	￥6.30
阿昔洛韦片	￥6.30
丹栀逍遥丸 云昆 月经不调	￥6.40
维C银翘片	￥6.40
酒精棉球	￥6.50
盐酸小檗碱片(黄连素)(新海店)	￥6.50
三七	￥6.50
糠甾醇片(牙周宁片)	￥6.50
斑秃丸	￥6.50
金刚藤糖浆  安药 附件炎和附件炎性包块及妇科多种炎症	￥6.50
吡拉西坦片(脑复康)	￥6.50
复方甘草口服溶液	￥6.50
肤痒颗粒	￥6.50
健胃消食、脘腹胀满 江中药业股份 健胃消食片	￥6.50
清肝胆，利湿热 龙胆泻肝丸	￥6.50
壮腰健肾 壮腰健肾丸	￥6.50
消毒 青岛海诺生物工程有限公司 酒精消毒棉球(海诺)	￥6.50
消毒 青岛海诺生物工程有限公司 酒精消毒棉球(海诺)	￥6.50
脑血管病-血塞通片	￥6.50
清热、祛湿、利胆-消炎利胆片	￥6.50
脑血管病-血塞通片	￥6.50
高血压症 常州制药 复方硫酸双肼屈嗪片	￥6.50
高血压 酒石酸美托洛尔片（阿斯利康）	￥6.50
抗生素 石药 阿莫西林	￥6.50
田七痛经胶囊 云南白药	￥6.50
加味逍遥丸 千金 舒肝清热,健脾养血，月经不调	￥6.50
脲素霜(精品)	￥6.50
头孢克洛颗粒(新达罗)	￥6.50
肾石通颗粒	￥6.50
盐酸氟桂利嗪胶囊(海王)	￥6.50
健胃消食片	￥6.50
盐酸黄连素片(盐酸小檗碱片)	￥6.50
小儿氨酚烷胺颗粒(优卡丹)	￥6.50
金嗓子喉片	￥6.50
砂仁	￥6.50
砂仁	￥6.50
尿素乳膏	￥6.50
猪苓	￥6.58
保济丸	￥6.60
脑力静糖浆	￥6.70
盐酸金刚烷胺片	￥6.70
头孢羟氨苄颗粒	￥6.70
蜣螂虫	￥6.75
甲硝唑阴道泡腾片 鞍山九天制药	￥6.80
雕牌透明皂	￥6.80
午时茶颗粒	￥6.80
黄连上清丸	￥6.80
复方甘草口服溶液	￥6.80
曲咪新乳膏	￥6.80
京制咳嗽痰喘丸	￥6.80
验孕 早早孕检测试盒(伊敏秀)	￥6.80
高血压 东莞万成制药 吲达帕胺片	￥6.80
聚维酮碘溶液 消炎类	￥6.80
妇炎康片 德鑫	￥6.80
六神花露水	￥6.80
盐酸左氧氟沙星胶囊	￥6.80
胶体果胶铋胶囊(彼司谓)	￥6.80
清热散结片	￥6.80
伤科跌打片	￥6.80
复方对乙酰氨基酚片(散利痛片)	￥6.80
萘敏维滴眼液(闪亮)	￥6.80
小儿氨酚黄那敏颗粒	￥6.80
藿香正气口服液	￥6.80
复合维生素B片	￥6.80
六味地黄丸(太福)(促)	￥6.90
温经通络，袪风除湿，活血止痛 天和追风膏（华润三九）	￥6.90
碘伏棉球(好易)	￥6.90
酒精棉球(好易)	￥6.90
双氯芬酸钠缓释片	￥6.90
血塞通片	￥6.90
麝香追风膏(新装)	￥6.90
色甘酸钠滴眼液	￥6.90
 精神疾病  海复旦 卡马西平片	￥7.00
双氯芬酸钠肠溶片(扶他林)	￥7.00
舒筋活血片(新海店)	￥7.00
决明子(沪春堂)	￥7.00
印花儿童纱布口罩(2只装)(稳健)	￥7.00
肾虚、头晕 鹿茸	￥7.00
氯氮平片	￥7.00
阿昔洛韦胶囊	￥7.00
清热解毒口服液	￥7.00
双氯芬酸钠缓释胶囊(易克)	￥7.00
正清风痛宁片	￥7.00
抗菌消炎-头孢拉定胶囊	￥7.00
胃溃疡-奥美拉唑肠溶胶囊	￥7.00
补充维生素 福州海王 口服葡萄糖粉 	￥7.00
高血压 上海现代制药 马来酸依那普利片	￥7.00
清咽润喉  香港 京都念慈庵枇杷糖	￥7.00
保护心血管 黄海制药 丹参片(薄膜片)	￥7.00
一次性薄膜(PE)卫生手套	￥7.00
盐酸洛美沙星胶囊(诺灵盾)	￥7.00
骨刺片	￥7.00
益肝灵片	￥7.00
午时茶颗粒	￥7.00
鼻炎通喷雾剂(德众)	￥7.00
盐酸西替利嗪片(西可韦)	￥7.00
皮研霜	￥7.00
夫妻预防措施 避孕套 诺丝超霸持久	￥7.04
罗红霉素胶囊(新海店)	￥7.10
玻璃体温计(鱼跃)	￥7.20
肌醇烟酸酯片	￥7.20
1852苏菲立体护围夜用卫生巾(干爽网面)	￥7.20
阿莫西林胶囊	￥7.20
清热燥湿，活血消肿，去腐生肌 马应龙麝香痔疮膏	￥7.20
复方丹参片	￥7.20
多潘立酮片(恒邦)	￥7.20
黄氏响声含片	￥7.20
参苓白术丸	￥7.20
胃苏颗粒	￥7.20
复方草珊瑚含片	￥7.20
鹿角	￥7.20
四季感冒胶囊	￥7.30
郁美净高级儿童霜	￥7.30
更年安片 天施康 更年期综合征	￥7.30
阳春砂	￥7.32
玉屏风口服液	￥7.40
炒蜂房	￥7.43
清热祛痰止咳慢性支气管炎咳嗽 吉林益民堂制药 肺宁颗粒	￥7.50
跌打损伤 芜湖张恒春 三七伤药片	￥7.50
欧洁医用棉签儿童安全型	￥7.50
小儿氨酚黄那敏颗粒  五折	￥7.50
克拉霉素分散片(冰克)	￥7.50
复方莪术油栓 安徽天祥 阴道炎	￥7.50
熊去氧胆酸片	￥7.50
三七	￥7.50
抗菌消炎-头孢克肟颗粒	￥7.50
高血压-硝苯地平缓释片	￥7.50
活血化瘀，行气止痛-地奥心血康胶囊	￥7.50
皮肤浅表真菌感染 广东顺峰药业 酮康他索乳膏	￥7.50
肌苷片	￥7.50
氟轻松维B6乳膏	￥7.50
复方对乙酰氨基酚片(散列通)	￥7.50
抗病毒口服液	￥7.50
(整肠生)地衣芽胞杆菌胶囊	￥7.50
强力枇杷露(神奇止咳露)	￥7.50
健胃消食片	￥7.50
维C银翘片(仙竹)	￥7.50
玉屏风口服液	￥7.50
 胃肠道疾病 永信药品 阿司匹林肠溶胶囊	￥7.60
小儿氨酚黄那敏颗粒(新海店)	￥7.60
盐酸洛美沙星滴眼液	￥7.60
高血压症  雷允上药业  珍菊降压片	￥7.60
金钱草颗粒	￥7.60
胃苏颗粒(无糖)	￥7.60
复方对乙酰氨基酚片(新散立)	￥7.70
加味藿香正气丸	￥7.70
高血糖 盐酸二甲双胍片(美迪康)	￥7.70
多功能保健锤	￥7.80
六神祛痱粉	￥7.80
心宝丸	￥7.80
对乙酰氨基酚口服溶液(百服咛)	￥7.80
疱疹-阿昔洛韦片	￥7.80
爽身粉(六神)	￥7.80
盐酸地尔硫卓片(恬尔心)	￥7.80
肺宁胶囊	￥7.80
龙血竭胶囊	￥7.80
消肿止痛酊	￥7.80
苯扎氯铵贴(邦迪)	￥7.80
妇炎洁洗液(伊康美宝)	￥7.80
龙血竭	￥7.84
硫酸特布他林片(博利康尼)	￥7.90
格列美脲片(力贻苹)	￥7.90
杜蕾斯避孕套(love装)	￥7.90
盐酸可乐定片	￥7.90
复方酮康唑乳膏	￥7.90
头痛,腹胀,流行性感冒,腹泻 藿香正气胶囊（云南白药）（夏令）	￥8.00
欧洁酒精消毒棉片	￥8.00
欧洁碘伏消毒棉片	￥8.00
黄连上清丸	￥8.00
山参(林下参)	￥8.00
罗汉果(沪春堂)	￥8.00
注射针头	￥8.00
冻疮膏	￥8.00
熊去氧胆酸片	￥8.00
阿莫西林颗粒(联邦阿莫仙)	￥8.00
补中益气丸	￥8.00
第六感避孕套(超薄螺纹)	￥8.00
六味地黄丸	￥8.00
儿童补钙 小儿四维葡钙颗粒	￥8.00
益母草颗粒 上海海虹实业有限公司	￥8.00
克拉霉素分散片	￥8.00
肾石通颗粒	￥8.00
萘敏维滴眼液(圣元)	￥8.00
避孕 第六感避孕套(超薄颗粒)	￥8.00
增加免疫力 止咳 甘草片（江绿牌）	￥8.00
胃溃疡-奥美拉唑肠溶胶囊	￥8.00
头晕目眩、精神疲倦以及低磷血症-浓维磷糖浆	￥8.00
胃溃疡-奥美拉唑肠溶胶囊	￥8.00
克霉唑阴道片 康缘 阴道炎	￥8.00
第六感避孕套(超薄平滑)	￥8.00
大宝SOD蜜	￥8.00
不锈钢敷料镊	￥8.00
头孢氨苄甲氧苄啶胶囊	￥8.00
